Source (A),Source (B),Source (C),Source (D),Source (E),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10620147,3,8,No people should not be allowed to cut down trees in the rainforest because we need air. Next reason is because monkeys won’t have homes and my final reason is because monkeys have to have food.,1,36,18.82,28.91,39.76,2.09,18.00,19.44,94.44,58.33,5.56,5.56,2.78,2.78,0.00,0.00,0.00,0.00,2.78,11.11,22.22,0.00,11.11,8.33,25.00,5.56,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,25.00,5.56,16.67,5.56,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,2.78,8.33,2.78,0.00,5.56,0.00,0.00,0.00,19.44,2.78,13.89,0.00,8.33,5.56,0.00,0.00,2.78,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00
10647103,2,4,"Yes, people should cut down trees because the people in the rainforest need the trees to build houses in the rainforest to live in. This is why people should cut down trees.",0,32,99.00,82.58,1.00,1.00,16.00,9.38,81.25,53.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,3.12,12.50,21.88,9.38,3.12,3.12,0.00,15.62,0.00,0.00,3.12,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,15.62,0.00,6.25,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,9.38,0.00,15.62,0.00,15.62,0.00,0.00,0.00,3.12,0.00,0.00,0.00,3.12,0.00,0.00,3.12,0.00,0.00,9.38,6.25,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10647112,2,5,No!! I don’t think people should cut down trees because animals plants are living at many rainforest and they give us air to live. Also people / animals need air also plants they don’t deserve to be cut down.,0,38,17.17,78.51,9.58,1.00,12.67,13.16,81.58,50.00,10.53,10.53,2.63,2.63,0.00,0.00,5.26,0.00,0.00,13.16,13.16,5.26,10.53,7.89,26.32,0.00,0.00,0.00,0.00,2.63,5.26,0.00,5.26,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,10.53,2.63,2.63,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,7.89,2.63,0.00,5.26,0.00,0.00,0.00,21.05,0.00,13.16,0.00,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.42,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,2.63
10647125,1,1,Yes people should cut down trees because the animals need homes to live and survive and the rain won’t get on them.,0,22,80.14,67.52,1.00,1.00,22.00,13.64,86.36,50.00,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,9.09,13.64,9.09,0.00,13.64,4.55,22.73,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,13.64,0.00,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,13.64,0.00,4.55,4.55,4.55,0.00,0.00,13.64,4.55,9.09,0.00,9.09,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00
10647137,2,4,No I don’t think people should cut down trees because spider monkeys need to live and bears and koalas.,0,19,22.39,14.62,1.00,1.00,19.00,10.53,78.95,47.37,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,15.79,10.53,26.32,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,21.05,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,21.05,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10647139,2,4,Yes because if there is no houses humans will be extinct. And we can’t keep warm and no furniture. That’s why I think people should cut down trees.,0,28,1.00,23.75,4.35,25.77,9.33,10.71,92.86,60.71,10.71,7.14,3.57,3.57,0.00,0.00,0.00,3.57,0.00,3.57,17.86,7.14,14.29,10.71,25.00,3.57,0.00,3.57,0.00,0.00,7.14,3.57,3.57,0.00,0.00,0.00,10.71,0.00,0.00,0.00,0.00,21.43,3.57,7.14,7.14,3.57,0.00,7.14,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,7.14,3.57,0.00,3.57,0.00,0.00,0.00,21.43,3.57,3.57,0.00,3.57,0.00,0.00,0.00,7.14,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,17.86,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00
10647148,1,1,No!!!!! I don’t think people should cut down trees because you can’t cut the tree.,0,15,8.69,9.13,43.37,1.00,7.50,6.67,86.67,60.00,13.33,13.33,6.67,0.00,6.67,0.00,0.00,0.00,6.67,6.67,13.33,0.00,6.67,20.00,20.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,26.67,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,20.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.33,6.67,0.00,0.00,0.00,0.00,33.33,0.00,0.00,13.33,0.00,0.00
10647150,1,1,"No I don’t think people should cut down trees. ",0,9,4.69,1.38,58.07,1.00,9.00,0.00,88.89,55.56,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,22.22,0.00,0.00,22.22,33.33,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,22.22,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,22.22,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00
10647152,1,1,Yes people should cut down trees because they need to live so they won’t die.,0,15,8.69,90.87,1.00,1.00,15.00,6.67,93.33,53.33,13.33,13.33,0.00,0.00,0.00,0.00,13.33,0.00,0.00,13.33,13.33,6.67,13.33,6.67,33.33,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,20.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00
10647154,2,4,No I don’t think people should cut down trees. I like the rainforest because I then should not cut down trees. Because monkeys need to live in them in a home.,0,31,54.54,5.36,60.40,1.23,10.33,12.90,90.32,61.29,12.90,12.90,9.68,0.00,0.00,0.00,3.23,0.00,6.45,16.13,9.68,0.00,9.68,9.68,22.58,0.00,0.00,0.00,0.00,0.00,9.68,3.23,6.45,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,22.58,3.23,6.45,9.68,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,6.45,0.00,0.00,6.45,0.00,0.00,0.00,12.90,3.23,16.13,0.00,12.90,3.23,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00
10647157,2,4,"No I don’t think people should cut down trees because they are destroying the forest. ",0,15,8.69,25.24,10.08,1.00,15.00,13.33,86.67,60.00,13.33,13.33,6.67,0.00,0.00,0.00,6.67,0.00,6.67,6.67,20.00,0.00,6.67,13.33,26.67,0.00,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,6.67,0.00,13.33,0.00,0.00,0.00,0.00,20.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,13.33,0.00,0.00,0.00,20.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00
10647158,2,5,I don’t think they should cut the rainforest because there are some animals in danger and there are baby spider monkeys in the trees.,0,24,27.87,50.00,7.84,1.00,24.00,16.67,83.33,58.33,8.33,8.33,4.17,0.00,0.00,0.00,4.17,0.00,8.33,8.33,16.67,8.33,8.33,4.17,20.83,0.00,0.00,0.00,0.00,4.17,8.33,0.00,8.33,0.00,0.00,0.00,8.33,4.17,0.00,0.00,0.00,16.67,4.17,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,16.67,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00
10647159,1,1,No I don’t think should cut down trees because that is bad news.,0,13,1.00,1.07,17.46,1.00,13.00,7.69,84.62,61.54,15.38,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,7.69,23.08,0.00,7.69,15.38,30.77,0.00,0.00,0.00,0.00,0.00,15.38,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,7.69,0.00,7.69,0.00,23.08,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00
10711119,2,4,People should not cut the trees down because animals live in the rainforest.,1,13,97.95,22.08,17.46,1.00,13.00,23.08,76.92,53.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,7.69,0.00,7.69,7.69,15.38,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,23.08,0.00,7.69,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,15.38,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711130,2,4,People should not do it because animals live in it.,1,10,1.92,15.86,3.37,25.77,10.00,20.00,90.00,70.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,20.00,0.00,10.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711131,2,3,I think people should cut down trees because they give Mrs. XXX coffee.,1,13,43.96,93.79,17.46,1.00,13.00,7.69,76.92,38.46,15.38,15.38,7.69,0.00,0.00,0.00,7.69,0.00,0.00,7.69,7.69,0.00,7.69,0.00,23.08,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,23.08,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,7.69,0.00,0.00,7.69,0.00,0.00,0.00,15.38,0.00,7.69,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711145,2,4,It is okay to cut down trees because people need to have more parking.,1,14,83.81,76.25,1.00,25.77,14.00,14.29,85.71,50.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,21.43,14.29,0.00,7.14,0.00,21.43,7.14,7.14,0.00,0.00,7.14,14.29,7.14,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,21.43,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711146,2,4,People should cut trees because people need more shelter.,1,9,46.37,98.62,1.00,1.00,9.00,22.22,77.78,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,22.22,11.11,11.11,0.00,0.00,11.11,11.11,0.00,11.11,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,33.33,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711148,2,4,I think people should not cut trees because animals live in them.,1,12,18.82,20.24,74.76,1.00,12.00,16.67,83.33,50.00,16.67,16.67,8.33,0.00,0.00,0.00,8.33,0.00,0.00,8.33,8.33,0.00,8.33,8.33,25.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,33.33,8.33,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711151,1,1,I think it’s not okay to cut down trees because thing will be gone.,1,14,5.89,1.67,99.00,25.77,14.00,7.14,92.86,64.29,21.43,7.14,7.14,0.00,0.00,0.00,0.00,14.29,0.00,14.29,21.43,0.00,7.14,7.14,35.71,0.00,0.00,0.00,0.00,0.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,7.14,21.43,7.14,14.29,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00
10711157,2,4,I think they should not cut down the trees because the animals live in the rainforest in the animals die.,1,20,98.58,15.86,74.76,1.00,20.00,20.00,80.00,60.00,10.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,20.00,15.00,5.00,0.00,5.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,15.00,0.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711159,3,6,I think people should because it will make more space and could build roads and need shelter. So people could go by to the rainforest.,1,25,21.49,65.56,1.00,25.77,12.50,12.00,88.00,52.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00,16.00,4.00,16.00,0.00,32.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,28.00,4.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,12.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711175,2,4,People should not cut down trees because the animal will be extinct.,1,12,38.60,20.24,1.79,1.00,12.00,16.67,75.00,58.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,25.00,0.00,8.33,8.33,25.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,25.00,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10711180,2,4,People should not cut down trees because it make the animals extinct.,1,12,62.04,20.24,1.79,1.00,12.00,25.00,75.00,50.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,8.33,8.33,0.00,8.33,8.33,16.67,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,33.33,0.00,16.67,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733104,2,3,Yes because the animals can move around and have space and they can hunt around and find homes.,0,18,10.01,71.09,87.07,25.77,18.00,11.11,88.89,61.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,11.11,16.67,11.11,22.22,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,11.11,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,0.00,22.22,5.56,16.67,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733105,2,4,You should not cut the forest trees because animals live there.,0,11,13.54,50.00,1.00,1.00,11.00,18.18,72.73,54.55,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,9.09,9.09,9.09,9.09,18.18,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,27.27,0.00,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733110,1,0,The forest can live in forest.,0,6,99.00,50.00,23.51,25.77,6.00,0.00,66.67,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733111,1,0,No because is going to XXX the XXX XXX going XXX.,0,11,80.14,18.16,31.94,25.77,11.00,9.09,63.64,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,9.09,0.00,9.09,9.09,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,18.18,18.18,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733120,2,4,No because people are destroy animals' habitat.,0,7,5.89,50.00,1.00,1.00,7.00,57.14,71.43,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00
10733122,1,1,No you cannot cut the tree down.,0,7,29.30,7.67,89.63,1.00,7.00,0.00,85.71,71.43,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733124,1,1,No because do not cut the tree.,0,7,5.89,1.00,13.15,1.00,7.00,14.29,85.71,71.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,28.57,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733139,1,1,No people are not allowed to cut the trees.,0,9,75.90,1.38,4.97,1.00,9.00,11.11,88.89,55.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,11.11,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10733147,2,4,No because is going to do to the spider monkeys going to die.,0,13,93.26,22.08,17.46,25.77,13.00,15.38,92.31,61.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,23.08,15.38,0.00,7.69,7.69,38.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,15.38,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
